,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities
356,Kraken's Eye,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206328&type=card,Magic 2011 (Uncommon),['2'],2,Artifact,"Whenever a player casts a blue spell, you may gain 1 life."
357,Lava Axe,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205117&type=card,Magic 2011 (Common),"['4', 'Red']",5,Sorcery,Lava Axe deals 5 damage to target player or planeswalker.
358,Leyline of Anticipation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205008&type=card,Magic 2011 (Rare),"['2', 'Blue', 'Blue']",4,Enchantment,"If Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield.
You may cast spells as though they had flash."
359,Leyline of Punishment,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205018&type=card,Magic 2011 (Rare),"['2', 'Red', 'Red']",4,Enchantment,"If Leyline of Punishment is in your opening hand, you may begin the game with it on the battlefield.
Players can't gain life.
Damage can't be prevented."
360,Leyline of Sanctity,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204993&type=card,Magic 2011 (Rare),"['2', 'White', 'White']",4,Enchantment,"If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.)"
361,Leyline of the Void,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205013&type=card,Magic 2011 (Rare),"['2', 'Black', 'Black']",4,Enchantment,"If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead."
362,Leyline of Vitality,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205031&type=card,Magic 2011 (Rare),"['2', 'Green', 'Green']",4,Enchantment,"If Leyline of Vitality is in your opening hand, you may begin the game with it on the battlefield.
Creatures you control get +0/+1.
Whenever a creature enters the battlefield under your control, you may gain 1 life."
363,Lightning Bolt,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205227&type=card,Magic 2011 (Common),['Red'],1,Instant,Lightning Bolt deals 3 damage to any target.
364,Liliana Vess,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205961&type=card,Magic 2011 (Mythic Rare),"['3', 'Black', 'Black']",5,Legendary Planeswalker — Liliana (5),"+1: Target player discards a card.
−2: Search your library for a card, then shuffle and put that card on top.
−8: Put all creature cards from all graveyards onto the battlefield under your control."
365,Liliana's Caress,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205035&type=card,Magic 2011 (Uncommon),"['1', 'Black']",2,Enchantment,"Whenever an opponent discards a card, that player loses 2 life."
366,Liliana's Specter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204998&type=card,Magic 2011 (Common),"['1', 'Black', 'Black']",3,Creature — Specter (2/1),"Flying
When Liliana's Specter enters the battlefield, each opponent discards a card."
367,Llanowar Elves,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205228&type=card,Magic 2011 (Common),['Green'],1,Creature — Elf Druid (1/1),: Add .
368,Magma Phoenix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208003&type=card,Magic 2011 (Rare),"['3', 'Red', 'Red']",5,Creature — Phoenix (3/3),"Flying
When Magma Phoenix dies, it deals 3 damage to each creature and each player.
: Return Magma Phoenix from your graveyard to your hand."
369,Mana Leak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204981&type=card,Magic 2011 (Common),"['1', 'Blue']",2,Instant,Counter target spell unless its controller pays .
370,Manic Vandal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208007&type=card,Magic 2011 (Common),"['2', 'Red']",3,Creature — Human Warrior (2/2),"When Manic Vandal enters the battlefield, destroy target artifact."
371,Maritime Guard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205040&type=card,Magic 2011 (Common),"['1', 'Blue']",2,Creature — Merfolk Soldier (1/3),
372,Mass Polymorph,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204977&type=card,Magic 2011 (Rare),"['5', 'Blue']",6,Sorcery,"Exile all creatures you control, then reveal cards from the top of your library until you reveal that many creature cards. Put all creature cards revealed this way onto the battlefield, then shuffle the rest of the revealed cards into your library."
373,Merfolk Sovereign,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205108&type=card,Magic 2011 (Rare),"['1', 'Blue', 'Blue']",3,Creature — Merfolk Noble (2/2),"Other Merfolk creatures you control get +1/+1.
: Target Merfolk creature can't be blocked this turn."
374,Merfolk Spy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205009&type=card,Magic 2011 (Common),['Blue'],1,Creature — Merfolk Rogue (1/1),"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Whenever Merfolk Spy deals combat damage to a player, that player reveals a card at random from their hand."
375,Mighty Leap,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208280&type=card,Magic 2011 (Common),"['1', 'White']",2,Instant,Target creature gets +2/+2 and gains flying until end of turn.
376,Mind Control,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208220&type=card,Magic 2011 (Uncommon),"['3', 'Blue', 'Blue']",5,Enchantment — Aura,"Enchant creature
You control enchanted creature."
377,Mind Rot,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205010&type=card,Magic 2011 (Common),"['2', 'Black']",3,Sorcery,Target player discards two cards.
378,Mitotic Slime,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205032&type=card,Magic 2011 (Rare),"['4', 'Green']",5,Creature — Ooze (4/4),"When Mitotic Slime dies, create two 2/2 green Ooze creature tokens. They have ""When this creature dies, create two 1/1 green Ooze creature tokens."""
379,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213627&type=card,Magic 2011 (Land),"['4', 'Green']",0,Basic Land — Mountain,
380,Mystifying Maze,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204978&type=card,Magic 2011 (Rare),"['4', 'Green']",0,Land,": Add .
, : Exile target attacking creature an opponent controls. At the beginning of the next end step, return it to the battlefield tapped under its owner's control."
381,Nantuko Shade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205229&type=card,Magic 2011 (Rare),"['Black', 'Black']",2,Creature — Insect Shade (2/1),: Nantuko Shade gets +1/+1 until end of turn.
382,Naturalize,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207336&type=card,Magic 2011 (Common),"['1', 'Green']",2,Instant,Destroy target artifact or enchantment.
383,Nature's Spiral,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207338&type=card,Magic 2011 (Uncommon),"['1', 'Green']",2,Sorcery,Return target permanent card from your graveyard to your hand.
384,Necrotic Plague,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207104&type=card,Magic 2011 (Rare),"['2', 'Black', 'Black']",4,Enchantment — Aura,"Enchant creature
Enchanted creature has ""At the beginning of your upkeep, sacrifice this creature.""
When enchanted creature dies, its controller chooses target creature one of their opponents controls. Return Necrotic Plague from its owner's graveyard to the battlefield attached to that creature."
385,Negate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208222&type=card,Magic 2011 (Common),"['1', 'Blue']",2,Instant,Counter target noncreature spell.
386,Nether Horror,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204994&type=card,Magic 2011 (Common),"['3', 'Black']",4,Creature — Horror (4/2),
387,Nightwing Shade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207103&type=card,Magic 2011 (Common),"['4', 'Black']",5,Creature — Shade (2/2),"Flying
: Nightwing Shade gets +1/+1 until end of turn."
388,Obstinate Baloth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205075&type=card,Magic 2011 (Rare),"['2', 'Green', 'Green']",4,Creature — Beast (4/4),"When Obstinate Baloth enters the battlefield, you gain 4 life.
If a spell or ability an opponent controls causes you to discard Obstinate Baloth, put it onto the battlefield instead of putting it into your graveyard."
389,Ornithopter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206331&type=card,Magic 2011 (Uncommon),['0'],0,Artifact Creature — Thopter (0/2),Flying
390,Overwhelming Stampede,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205003&type=card,Magic 2011 (Rare),"['3', 'Green', 'Green']",5,Sorcery,"Until end of turn, creatures you control gain trample and get +X/+X, where X is the greatest power among creatures you control."
391,Pacifism,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208292&type=card,Magic 2011 (Common),"['1', 'White']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block."
392,Palace Guard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205110&type=card,Magic 2011 (Common),"['2', 'White']",3,Creature — Human Soldier (1/4),Palace Guard can block any number of creatures.
393,Phantom Beast,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205017&type=card,Magic 2011 (Common),"['3', 'Blue']",4,Creature — Illusion Beast (4/5),"When Phantom Beast becomes the target of a spell or ability, sacrifice it."
394,Phylactery Lich,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205034&type=card,Magic 2011 (Rare),"['Black', 'Black', 'Black']",3,Creature — Zombie (5/5),"Indestructible
As Phylactery Lich enters the battlefield, put a phylactery counter on an artifact you control.
When you control no permanents with phylactery counters on them, sacrifice Phylactery Lich."
395,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213614&type=card,Magic 2011 (Land),"['Black', 'Black', 'Black']",0,Basic Land — Plains,
396,Platinum Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206329&type=card,Magic 2011 (Mythic Rare),['7'],7,Artifact Creature — Angel (4/4),"Flying
You can't lose the game and your opponents can't win the game."
397,Plummet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205062&type=card,Magic 2011 (Common),"['1', 'Green']",2,Instant,Destroy target creature with flying.
398,Preordain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205019&type=card,Magic 2011 (Common),['Blue'],1,Sorcery,"Scry 2, then draw a card. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)"
399,Primal Cocoon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204995&type=card,Magic 2011 (Common),['Green'],1,Enchantment — Aura,"Enchant creature
At the beginning of your upkeep, put a +1/+1 counter on enchanted creature.
When enchanted creature attacks or blocks, sacrifice Primal Cocoon."
400,Primeval Titan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205027&type=card,Magic 2011 (Mythic Rare),"['4', 'Green', 'Green']",6,Creature — Giant (6/6),"Trample
Whenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle."
401,Prized Unicorn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205111&type=card,Magic 2011 (Uncommon),"['3', 'Green']",4,Creature — Unicorn (2/2),All creatures able to block Prized Unicorn do so.
402,Prodigal Pyromancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205231&type=card,Magic 2011 (Uncommon),"['2', 'Red']",3,Creature — Human Wizard (1/1),: Prodigal Pyromancer deals 1 damage to any target.
403,Protean Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205112&type=card,Magic 2011 (Rare),"['Variable Colorless', 'Green']",1,Creature — Hydra (0/0),"Protean Hydra enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Protean Hydra, prevent that damage and remove that many +1/+1 counters from it.
Whenever a +1/+1 counter is removed from Protean Hydra, put two +1/+1 counters on it at the beginning of the next end step."
404,Pyretic Ritual,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205067&type=card,Magic 2011 (Common),"['1', 'Red']",2,Instant,Add .
405,Pyroclasm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208009&type=card,Magic 2011 (Uncommon),"['1', 'Red']",2,Sorcery,Pyroclasm deals 2 damage to each creature.
406,Quag Sickness,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205028&type=card,Magic 2011 (Common),"['2', 'Black']",3,Enchantment — Aura,"Enchant creature
Enchanted creature gets -1/-1 for each Swamp you control."
407,Reassembling Skeleton,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205066&type=card,Magic 2011 (Uncommon),"['1', 'Black']",2,Creature — Skeleton Warrior (1/1),: Return Reassembling Skeleton from your graveyard to the battlefield tapped.
408,Redirect,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208227&type=card,Magic 2011 (Rare),"['Blue', 'Blue']",2,Instant,You may choose new targets for target spell.
409,Relentless Rats,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205082&type=card,Magic 2011 (Uncommon),"['1', 'Black', 'Black']",3,Creature — Rat (2/2),"Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.
A deck can have any number of cards named Relentless Rats."
410,Reverberate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205038&type=card,Magic 2011 (Rare),"['Red', 'Red']",2,Instant,Copy target instant or sorcery spell. You may choose new targets for the copy.
411,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205113&type=card,Magic 2011 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.
412,Roc Egg,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205055&type=card,Magic 2011 (Uncommon),"['2', 'White']",3,Creature — Bird Egg (0/3),"Defender (This creature can't attack.)
When Roc Egg dies, create a 3/3 white Bird creature token with flying."
413,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205114&type=card,Magic 2011 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or ."
414,Rotting Legion,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205047&type=card,Magic 2011 (Common),"['4', 'Black']",5,Creature — Zombie (4/5),Rotting Legion enters the battlefield tapped.
415,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205233&type=card,Magic 2011 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.
