,Unnamed: 0_x,card name,mana cost,converted mana cost,type,abilities-1,abilities-2,flavour text-1,flavour text-2,power/toughness,rarity,expansion,card no,artist,img url,Unnamed: 0_y,avg price ($),market price ($),foil avg ($),foil price ($)
228,228,"Trelasarra, Moon Dancer","['Green', 'White']",2,Legendary Creature — Elf Cleric,"Whenever you gain life, put a +1/+1 counter on Trelasarra, Moon Dancer and scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)", ,"""Eilistraee teaches us that we are not bound by the circumstances of our birth. We all may find beauty and light, if we have the courage to seek them.""", ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms,236,Kieran Yanner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527523&type=card,2324.0,0.39,0.27,0.56,0.47
229,229,Trickster's Talisman,['Blue'],1,Artifact — Equipment,"Invoke Duplicity — Equipped creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, you may sacrifice Trickster's Talisman. If you do, create a token that's a copy of this creature.""", ,"""Lady Luck, smile on me!""", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,79,Sam White,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527366&type=card,2325.0,0.25,0.11,0.5,0.25
230,230,Triumphant Adventurer,"['White', 'Black']",2,Creature — Human Knight,Deathtouch, , , ,1 / 1,"Rarity:
Rare",Adventures in the Forgotten Realms,237,Alexander Mokhov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527524&type=card,2326.0,0.60,0.41,0.71,0.54
231,231,True Polymorph,"['4', 'Blue', 'Blue']",6,Instant,Target artifact or creature becomes a copy of another target artifact or creature., ,Maybe a little <i>too</i> convincing., , ,"Rarity:
Rare",Adventures in the Forgotten Realms,80,Steve Prescott,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527367&type=card,2327.0,0.45,0.2,0.64,0.3
232,232,Underdark Basilisk,"['1', 'Green']",2,Creature — Basilisk,Deathtouch, ,"""See how the statues all have chunks bitten out of them? We're dealing with a basilisk, or I'm a froghemoth.""", ,1 / 2,"Rarity:
Common",Adventures in the Forgotten Realms,208,Brent Hollowell,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527495&type=card,2328.0,0.20,0.03,0.28,0.09
233,233,Unexpected Windfall,"['2', 'Red', 'Red']",4,Instant,"As an additional cost to cast this spell, discard a card.", ,Fortune favors the fortunate., , ,"Rarity:
Common",Adventures in the Forgotten Realms,164,Alayna Danner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527451&type=card,2329.0,0.23,0.19,0.34,0.26
234,234,Valor Singer,"['2', 'Red']",3,Creature — Tiefling Bard,"Combat Inspiration — At the beginning of combat on your turn, target creature you control gets +1/+0 until end of turn.", ,"""There is only one way forward: into legend.""", ,2 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,165,Justyna Gil,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527452&type=card,2330.0,0.16,0.02,0.25,0.1
235,235,Vampire Spawn,"['2', 'Black']",3,Creature — Vampire,"When Vampire Spawn enters the battlefield, each opponent loses 2 life and you gain 2 life.", ,Unsuccessful vampire hunters often wind up as ravenous spawn., ,2 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,123,Alex Brock,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527410&type=card,2331.0,0.16,0.05,0.25,0.12
236,236,"Varis, Silverymoon Ranger","['1', 'Green', 'Green']",3,Legendary Creature — Human Elf Ranger,"Reach, ward", , , ,3 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms,209,Jesper Ejsing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527496&type=card,2332.0,0.50,0.33,0.75,0.42
237,237,Veteran Dungeoneer,"['3', 'White']",4,Creature — Human Warrior,"When Veteran Dungeoneer enters the battlefield, venture into the dungeon. (Enter the first room or advance to the next room.)", ,Her tales of glory light a fire in the souls of the next generation of adventurers., ,3 / 4,"Rarity:
Common",Adventures in the Forgotten Realms,40,Sebastian Giacobino,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527327&type=card,2334.0,0.17,0.02,0.25,0.03
238,238,"Volo, Guide to Monsters","['2', 'Green', 'Blue']",4,Legendary Creature — Human Wizard,"Whenever you cast a creature spell that doesn't share a creature type with a creature you control or a creature card in your graveyard, copy that spell. (A copy of a creature spell becomes a token.)", ,"""The beholder told me I had a good eye for details. Who was I to argue?""", ,3 / 2,"Rarity:
Rare",Adventures in the Forgotten Realms,238,Zoltan Boros,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527525&type=card,2335.0,1.39,1.19,2.23,1.48
239,239,Vorpal Sword,['Black'],1,Artifact — Equipment,Equipped creature gets +2/+0 and has deathtouch., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,124,Caio Monteiro,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527411&type=card,2336.0,1.77,1.23,2.39,1.72
240,240,Wandering Troubadour,"['3', 'Green']",4,Creature — Dragon Bard,"At the beginning of your end step, if you had a land enter the battlefield under your control this turn, venture into the dungeon. (Enter the first room or advance to the next room.)", ,"""There's a new ballad waiting to be born around every corner.""", ,4 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms,210,Rudy Siswanto,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527497&type=card,2337.0,0.25,0.08,0.35,0.16
241,241,Warlock Class,['Black'],1,Enchantment — Class,(Gain the next level as a sorcery to add its ability.), , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,125,Kieran Yanner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527412&type=card,2338.0,0.30,0.21,0.5,0.32
242,242,Werewolf Pack Leader,"['Green', 'Green']",2,Creature — Human Werewolf,"Pack tactics — Whenever Werewolf Pack Leader attacks, if you attacked with creatures with total power 6 or greater this combat, draw a card.", , , ,3 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms,211,Miranda Meeks,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527498&type=card,2339.0,2.63,2.51,3.19,2.88
243,243,Westgate Regent,"['3', 'Black', 'Black']",5,Creature — Vampire,Flying, , , ,4 / 4,"Rarity:
Rare",Adventures in the Forgotten Realms,126,Mike Jordana,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527413&type=card,2340.0,0.79,0.45,1.0,0.7
244,244,White Dragon,"['4', 'White', 'White']",6,Creature — Dragon,Flying, ,"White dragons are unparalleled hunters, keenly focused on slaughtering their enemies.", ,4 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms,41,Billy Christian,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527328&type=card,2341.0,0.25,0.09,0.4,0.23
245,245,Wight,"['1', 'Black']",2,Creature — Zombie Soldier,Wight enters the battlefield tapped., ,Wights want the world to resound with echoes of their own cruel hatred., ,3 / 2,"Rarity:
Rare",Adventures in the Forgotten Realms,127,Slawomir Maniak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527414&type=card,2342.0,0.56,0.35,0.78,0.59
246,246,Wild Shape,['Green'],1,Instant,"Choose one. Until end of turn, target creature you control has that base power and toughness, becomes that creature type, and gains that ability.", , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,212,Sam Guay,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527499&type=card,2343.0,0.25,0.1,0.32,0.15
247,247,Wish,"['2', 'Red']",3,Sorcery,You may play a card you own from outside the game this turn., ,"""If you had just one wish, what would it be? Gold, or angel song? Finding a lost love, or finding your way back home? Let me sing a song about one wish that came true . . .""", , ,"Rarity:
Rare",Adventures in the Forgotten Realms,166,Ekaterina Burmak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527453&type=card,2344.0,1.05,0.7,1.27,0.95
248,248,Wizard Class,['Blue'],1,Enchantment — Class,(Gain the next level as a sorcery to add its ability.), , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,81,Marta Nael,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527368&type=card,2345.0,0.51,0.48,0.94,0.77
249,249,Wizard's Spellbook,"['5', 'Blue', 'Blue']",7,Artifact,: Exile target instant or sorcery card from a graveyard. Roll a d20. Activate only as a sorcery., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,82,Iris Compiet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527369&type=card,2346.0,0.50,0.25,0.67,0.31
250,250,"Xanathar, Guild Kingpin","['4', 'Blue', 'Black']",6,Legendary Creature — Beholder,"At the beginning of your upkeep, choose target opponent. Until end of turn, that player can't cast spells, you may look at the top card of their library any time, you may play the top card of their library, and you may spend mana as though it were mana of any color to cast spells this way.", , , ,5 / 6,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,239,Kieran Yanner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527526&type=card,2358.0,8.08,7.07,9.17,7.98
251,251,Xorn,"['2', 'Red']",3,Creature — Elemental,"If you would create one or more Treasure tokens, instead create those tokens plus an additional Treasure token.", ,"Xorns are native to the Elemental Plane of Earth, where gems and rare stones are plentiful. When summoned elsewhere they can be quite destructive in search of food.", ,3 / 2,"Rarity:
Rare",Adventures in the Forgotten Realms,167,Yigit Koroglu,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527454&type=card,2359.0,2.95,2.85,3.13,2.88
252,252,You Come to a River,"['1', 'Blue']",2,Instant,Choose one —, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,83,Viko Menezes,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527370&type=card,2360.0,0.17,0.09,0.25,0.1
253,253,You Come to the Gnoll Camp,"['1', 'Red']",2,Instant,Choose one —, ,"""Easy now, everyone. I'll take care of this.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,168,Billy Christian,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527455&type=card,2361.0,0.18,0.06,0.25,0.11
254,254,You Find a Cursed Idol,"['1', 'Green']",2,Sorcery,Choose one —, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,213,Sidharth Chaturvedi,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527500&type=card,2362.0,0.20,0.1,0.28,0.17
255,255,You Find Some Prisoners,"['1', 'Red']",2,Instant,Choose one —, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,169,Lie Setiawan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527456&type=card,2363.0,0.35,0.24,0.87,0.75
256,256,You Find the Villains' Lair,"['1', 'Blue', 'Blue']",3,Instant,Choose one —, ,"""Give me just a moment! I almost have it.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,84,Gabor Szikszai,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527371&type=card,2364.0,0.19,0.1,0.25,0.18
257,257,You Happen On a Glade,"['2', 'Green']",3,Instant,Choose one —, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,214,Anna Fehr,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527501&type=card,2365.0,0.25,0.12,0.35,0.22
258,258,You Hear Something on Watch,"['1', 'White']",2,Instant,Choose one —, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,42,Zezhou Chen,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527329&type=card,2366.0,0.17,0.07,0.25,0.1
259,259,You Meet in a Tavern,"['2', 'Green', 'Green']",4,Sorcery,Choose one —, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,215,Zoltan Boros,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527502&type=card,2367.0,0.23,0.07,0.33,0.15
260,260,You See a Guard Approach,['Blue'],1,Instant,Choose one —, ,"""Looks like we've got company.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,85,Mila Pesic,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527372&type=card,2368.0,0.17,0.07,0.25,0.11
261,261,You See a Pair of Goblins,"['2', 'Red']",3,Instant,Choose one —, ,"""I have the shot. Shall I take it?""", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,170,Aaron Miller,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527457&type=card,2369.0,0.25,0.13,0.35,0.25
262,262,You're Ambushed on the Road,['White'],1,Instant,Choose one —, ,"""Hand over your loot and no one gets hurt!""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,43,Eric Deschamps,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527330&type=card,2370.0,0.19,0.05,0.25,0.1
263,263,Yuan-Ti Fang-Blade,"['2', 'Black']",3,Creature — Snake Rogue,Deathtouch, ,"""The air is sweet with the taste of your fear.""", ,2 / 2,"Rarity:
Common",Adventures in the Forgotten Realms,128,Simon Dominic,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527415&type=card,2371.0,0.18,0.07,0.25,0.12
264,264,Yuan-Ti Malison,"['1', 'Blue']",2,Creature — Snake Rogue,Yuan-Ti Malison can't be blocked as long as it's attacking alone., ,Silent. Slithering. Sinister., ,2 / 1,"Rarity:
Rare",Adventures in the Forgotten Realms,86,Oriana Menendez,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527373&type=card,2372.0,0.50,0.37,0.75,0.39
265,265,"Zalto, Fire Giant Duke","['3', 'Red', 'Red']",5,Legendary Creature — Giant Barbarian,Trample, ,"Fire giants love to fight on a large scale, and Duke Zalto is one of the greatest warmongers of his age.", ,7 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms,171,Zezhou Chen,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527458&type=card,2373.0,0.35,0.12,0.44,0.21
266,266,"Zariel, Archduke of Avernus","['2', 'Red', 'Red']",4,Legendary Planeswalker — Zariel,+1: Creatures you control get +1/+0 and gain haste until end of turn., , , ,4,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,172,Heonhwa Choe,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527459&type=card,2374.0,3.99,3.39,4.69,4.0
267,267,Zombie Ogre,"['3', 'Black', 'Black']",5,Creature — Zombie Ogre,"At the beginning of your end step, if a creature died this turn, venture into the dungeon. (Enter the first room or advance to the next room.)", ,"""On the plus side, Throg no longer thinks he's clever.""", ,3 / 5,"Rarity:
Common",Adventures in the Forgotten Realms,129,Nicholas Gregory,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527416&type=card,2375.0,0.18,0.02,0.25,0.1
268,268,Abundant Growth,['Green'],1,Enchantment — Aura,Enchant land, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,150,Vincent Proce,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532537&type=card,7629.0,0.75,0.5,5.97,5.7
269,269,Acidic Slime,"['3', 'Green', 'Green']",5,Creature — Ooze,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.), ,It fears no sword and leaves no bones behind., ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,151,Karl Kopinski,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532538&type=card,12337.0,0.35,0.3,,
270,270,Angel of Finality,"['3', 'White']",4,Creature — Angel,Flying, ,"""Better the dead depart utterly than be enslaved.""", ,3 / 4,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,63,Howard Lyon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532450&type=card,12776.0,0.81,0.62,,
271,271,Angelic Gift,"['1', 'White']",2,Enchantment — Aura,Enchant creature, ,"""Zendikar will triumph this day, and our armies will fly with angels.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,64,Josu Hernaiz,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532451&type=card,7912.0,0.20,0.04,0.31,0.15
272,272,Anger,"['3', 'Red']",4,Creature — Incarnation,Haste, ,"""Molten earth has no anger of its own. Only by infusing it with your own rage can the magma seethe and take shape.""", ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,113,Svetlin Velinov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532500&type=card,12347.0,3.99,3.47,,
273,273,Apex of Power,"['7', 'Red', 'Red', 'Red']",10,Sorcery,"Exile the top seven cards of your library. Until end of turn, you may cast spells from among them.", ,"""As I desire, so it shall be.""", , ,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms Commander,114,Svetlin Velinov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532501&type=card,16363.0,0.61,0.46,,
274,274,Arcane Endeavor,"['5', 'Blue', 'Blue']",7,Sorcery,Roll two d8 and choose one result. Draw cards equal to that result. Then you may cast an instant or sorcery spell with mana value less than or equal to the other result from your hand without paying its mana cost., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,283,Justyna Gil,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531503&type=card,18871.0,0.95,0.83,,
